field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,left_uwb_thread,right_uwb_thread,dataset_descrision,left_length,right_length,x,y
-0.005,0.009,0.004,-0.15,0.22,0,1.1,1.1,right,0.75,0.57,0.198,0.510799429
0.004044,-0.005364,0.005064,-0.281592,0.234355,9.596631,1.1,1.1,right,0.75,0,0,0
-0.005,0.009,0.004,-0.15,0.22,0,1.1,1.1,right,0.75,0.48,0.27675,0.429436583
-0.005,0.009,0.004,-0.15,0.22,0,1.1,1.1,right,0.75,0,0,0
-0.005,0.009,0.004,-0.15,0.22,0,1.1,1.1,right,0.77,0,0,0
-0.005,0.009,0.004,-0.15,0.22,0,1.1,1.1,right,0.78,0,0,0
-0.005,0.009,0.004,-0.15,0.22,0,1.1,1.1,right,0.78,0,0,0
0.041817,0.003148,0.028473,-0.39165,0.270244,9.747363,1.1,1.1,right,0.78,0,0,0
0.188652,-0.049521,1.294662,1.118066,0.296563,9.840673,0.2,0.5,move,0.84,0.97,-0.196083333,0.783547435
-0.080014,0.43195,0.537608,-1.006543,1.569414,9.228174,0.2,0.5,move,0,0,0,0
-0.164072,0.040921,0.595066,0.266309,0.849248,9.835889,0.2,0.5,move,0.65,0.76,-0.12925,0.577171777
0.17748,0.224997,-0.332764,-1.130957,1.124395,9.967481,0.2,0.5,move,0.62,0.68,-0.065,0.523737745
0.200357,0.212761,0.040177,-1.788916,0.928203,10.230664,0.2,0.5,move,0.58,0.62,-0.04,0.468459256
-0.001808,0.736261,0.219997,-0.563916,0.760723,8.814258,0.2,0.5,move,0.6,0.56,0.038666667,0.445282635
0.114171,-0.124535,-0.35298,-2.073633,0.779863,10.029688,0.2,0.5,move,0.61,0.51,0.093333333,0.416249814
-0.120447,-0.158584,0.052413,-2.248291,0.810967,9.264063,0.2,0.5,move,0.59,0.5,0.08175,0.399852128
-0.024152,-0.179332,0.048689,-1.391748,1.071758,9.484179,0.2,0.5,move,0.57,0.48,0.07875,0.375967648
-0.058733,0.174456,0.047625,-1.145313,1.547881,9.393262,0.2,0.5,move,0.57,0.46,0.094416667,0.361503941
-0.033197,-0.274031,0.127959,-1.430029,1.631621,10.048828,0.2,0.5,move,0.54,0.44,0.081666667,0.33200858
0.114171,0.070181,0.155091,-0.542383,0.928203,9.907666,0.2,0.5,move,0.51,0.42,0.06975,0.301261922
-0.060861,-0.027177,-0.032177,-0.685937,0.088408,9.64209,0.2,0.5,move,0.51,0.42,0.06975,0.301261922
-0.175776,0.068053,-0.016748,-0.61416,0.215215,10.111035,0.2,0.5,move,0.52,0.42,0.078333333,0.306740647
0.209401,0.064329,0.113063,-0.736182,0.717656,9.778467,0.2,0.5,move,0.5,0.48,0.016333333,0.337212115
-0.142259,-0.169224,0.210953,-0.685937,0.459258,9.764112,0.2,0.5,move,0.46,0.5,-0.032,0.323866286
-0.135875,0.116466,-0.067822,-1.791309,1.227275,10.493848,0.2,0.5,move,0.43,0.53,-0.08,0.319459064
-0.095442,0.153175,-0.249238,-0.83667,0.53582,9.66123,0.2,0.5,move,0.4,0.55,-0.11875,0.306578796
-0.011916,0.046773,-0.032709,-1.549658,0.569316,9.33584,0.2,0.5,move,0.39,0.6,-0.17325,0.318828466
0.018941,0.00368,-0.073674,-1.375,0.696123,9.797607,0.2,0.5,move,0.33,0.64,-0.250583333,0.276279011
0.128003,0.313843,-0.088038,-1.315186,1.052617,10.077539,0.2,0.5,move,0.33,0.66,-0.27225,0.278831169
0.004044,0.081354,-0.002384,-2.415771,0.562139,9.323877,0.2,0.5,move,0.31,0.66,-0.282916667,0.259528932
-0.115659,0.09891,-0.048137,-2.387061,0.636309,9.264063,0.2,0.5,move,0.31,0.66,-0.282916667,0.259528932
-0.027877,0.029748,-0.035901,-2.327246,0.351592,9.393262,0.2,0.5,move,0.3,0.67,-0.299083333,0.2499986
-0.16088,0.151579,0.010916,-2.286572,0.174541,9.240137,0.2,0.5,move,0.29,0.67,-0.304,0.239972412
0.014684,0.008468,0.110402,-2.731592,-0.033613,9.594238,0.2,0.5,move,0.27,0.68,-0.324583333,0.218878522
-0.055009,0.074438,-0.084846,-2.131055,0.208037,9.575098,0.2,0.5,move,0.24,0.67,-0.326083333,0.188578414
-0.114063,-0.077718,0.110402,-3.021094,-0.62458,9.008057,0.2,0.5,move,0.26,0.68,-0.329,0.208377631
0.045541,0.018044,0.359916,-2.166943,-0.122139,10.127783,0.2,0.5,move,0.27,0.69,-0.336,0.217589237
-0.09491,-0.061226,0.052413,-2.518652,-0.083857,9.232959,0.2,0.5,move,0.28,0.69,-0.331416667,0.228231905
0.001916,-0.166032,0.051349,-3.219678,-0.208271,9.220996,0.2,0.5,move,0.27,0.69,-0.336,0.217589237
-0.024152,-0.303291,0.051881,-2.207617,-0.734639,8.833399,0.2,0.5,move,0.28,0.68,-0.32,0.229284801
-0.148111,0.076566,-0.123683,-3.102441,-0.545625,8.924316,0.2,0.5,move,0.29,0.67,-0.304,0.239972412
0.00564,-0.07027,-0.144431,-2.827295,-0.581514,8.943457,0.2,0.5,move,0.3,0.65,-0.277083333,0.24912343
-0.081078,-0.085166,-0.079526,-2.5354,-0.61501,9.644483,0.2,0.5,move,0.31,0.66,-0.282916667,0.259528932
0.009364,-0.172416,0.042305,-2.396631,0.05252,9.553564,0.2,0.5,move,0.31,0.66,-0.282916667,0.259528932
-0.038517,-0.126663,-0.045477,-2.207617,0.021416,9.33584,0.2,0.5,move,0.3,0.66,-0.288,0.249759904
0.18014,0.021236,0.194992,-1.214697,-0.129316,9.673193,0.2,0.5,move,0.33,0.66,-0.27225,0.278831169
0.008832,-0.000576,0.02528,-1.815234,-0.143672,9.572705,0.2,0.5,move,0.37,0.6,-0.185916667,0.301973
0.059373,-0.256474,-0.008768,-1.910937,0.198467,9.532031,0.2,0.5,move,0.39,0.55,-0.125333333,0.298699807
-0.026813,-0.247962,0.097102,-0.886914,0.059697,8.572607,0.2,0.5,move,0.46,0.45,0.007583333,0.292041654
-0.139067,0.113806,0.155623,-1.784131,0.222393,8.754443,0.2,0.5,move,0.5,0.4,0.075,0.280718914
0.114171,-0.049521,-0.296587,-1.714746,0.815752,9.917236,0.2,0.5,move,0.56,0.36,0.153333333,0.278768747
0.012024,-0.194761,-0.116767,-1.824805,0.301348,9.27124,0.2,0.5,move,0.64,0.28,0.276,0.228969532
0.057777,0.041453,-0.165712,-1.229053,0.279814,9.35498,0.2,0.5,move,0.68,0.25,0.33325,0.197779009
0.052989,-0.038881,-0.045477,-1.185986,0.373125,9.510498,0.2,0.5,move,0.74,0.2,0.423,0.107705422
0.040221,-0.027177,0.008788,-1.264941,0.794219,9.697119,0.2,0.5,move,0.76,0.18,0.454333333,0.042634887
-0.07097,-0.041009,-0.041753,-1.666895,0.416191,9.340625,0.2,0.5,move,0.77,0.18,0.467083333,0.016956402
-0.139067,0.223401,-0.126875,-0.377295,-0.045576,9.804785,0.2,0.5,move,0.77,0.17,0.47,-0.05
-0.054477,-0.221361,0.046029,-1.530518,0.418584,9.543994,0.2,0.5,move,0.77,0.15,0,0
-0.109274,0.084546,-0.063566,-1.257764,0.021416,9.386084,0.2,0.5,move,0.74,0.16,0.435,0.03587782
-0.005,0.009,0.004,-0.15,0.22,0,0.2,0.5,move,0.73,0.14,0.42775,0.007270739
0.025857,0.081886,0.057201,-1.719531,0.009453,9.754541,0.2,0.5,move,0.72,0.19,0.401916667,0.110352715
-0.037985,0.064861,0.229041,-1.973145,-0.330293,9.608594,0.2,0.5,move,0.69,0,0,0
-0.010852,0.062201,-0.01728,-2.025781,-0.114961,9.340625,0.2,0.5,move,0.66,0.24,0.315,0.189530791
-0.000212,0.045177,-0.031645,-2.22915,-0.562373,9.477002,0.2,0.5,move,0.62,0.28,0.255,0.226360272
-0.170988,-0.09687,0.113595,-1.583154,-0.598262,9.165967,0.2,0.5,move,0.58,0.31,0.20025,0.243513096
0.134919,0.28937,-0.025793,-2.559326,-0.222627,9.496142,0.2,0.5,move,0.53,0.39,0.107333333,0.289086354
-0.043837,-0.081974,-0.022069,-2.803369,-0.153242,9.778467,0.2,0.5,move,0.47,0.44,0.02275,0.291661291
-0.001276,-0.142623,0.147643,-2.035352,-0.265693,9.433935,0.2,0.5,move,0.44,0.48,-0.030666667,0.297936137
0.233341,0.059541,-0.002384,-2.410986,0.291777,9.668408,0.2,0.5,move,0.41,0.51,-0.076666667,0.293834586
0.004576,0.014852,-0.024729,-1.920508,0.026201,9.721045,0.2,0.5,move,0.37,0.56,-0.14725,0.286997682
-0.018832,-0.095274,-0.14922,-1.891797,-0.311152,9.2521,0.2,0.5,move,0.35,0.58,-0.17825,0.278141642
0.08225,0.031877,-0.086442,-1.640576,-0.303975,9.512891,0.2,0.5,move,0.35,0.6,-0.197916667,0.284782008
-0.259302,-0.233066,0.00932,-1.590332,-0.131709,9.443506,0.2,0.5,move,0.35,0.64,-0.23925,0.294687449
0.004576,0.058477,0.149771,-2.178906,0.06209,9.701904,0.2,0.5,move,0.33,0.67,-0.283333333,0.279578856
0.021601,-0.220297,0.191268,-2.585645,-0.227412,9.426758,0.2,0.5,move,0.33,0.65,-0.261333333,0.277726851
0.053521,-0.128791,0.040177,-1.621436,-0.122139,9.137256,0.2,0.5,move,0.33,0.64,-0.250583333,0.276279011
0.142899,0.079758,0.024748,-1.67168,0.789434,9.625341,0.2,0.5,move,0.33,0.65,-0.261333333,0.277726851
0.066822,-0.050585,0.011448,-1.963574,0.29417,9.855029,0.2,0.5,move,0.35,0.62,-0.21825,0.290318876
0.056713,-0.095806,0.020492,-1.9875,0.255889,9.383692,0.2,0.5,move,0.35,0.56,-0.15925,0.270451927
-0.047561,-0.049521,0.00134,-1.516162,0.265459,9.455469,0.2,0.5,move,0.36,0.53,-0.126083333,0.265203098
-0.069373,-0.067078,0.196056,-1.482666,0.777471,10.149317,0.2,0.5,move,0.41,0.46,-0.03625,0.263904345
0.024261,0.07497,0.176372,-1.712353,0.557354,8.701807,0.2,0.5,move,0.42,0.42,0,0.243938769
0.015216,0.164348,0.162008,-2.564111,1.162676,9.699512,0.2,0.5,move,0.5,0.38,0.088,0.265366454
0.457319,-0.354896,-0.273178,-1.343897,1.928301,9.352588,0.2,0.5,move,0.56,0.33,0.170583333,0.253564369
-0.057669,0.225529,-0.122619,-0.719434,1.346904,9.433935,0.2,0.5,move,0.6,0.29,0.229916667,0.231404205
0.105659,0.123383,0.024216,-1.372607,1.495244,10.065577,0.2,0.5,move,0.65,0.25,0.3,0.2
-0.054477,0.049433,0.004,-1.3104,1.119609,9.386084,0.2,0.5,move,0.69,0.24,0.34875,0.184996676
-0.014044,0.043049,-0.007172,-1.573584,1.476104,9.41958,0.2,0.5,move,0.71,0.2,0.38675,0.130206652
-0.286966,-0.010152,-0.025793,-1.477881,1.655547,9.26167,0.2,0.5,move,0.71,0.18,0.393083333,0.104063276
-0.029473,-0.002172,-0.048137,-1.731494,1.578984,9.685156,0.2,0.5,move,0.72,0.17,0.407916667,0.081354456
-0.191204,-0.053245,-0.044945,-2.097559,1.172246,9.673193,0.2,0.5,move,0.7,0.15,0.389583333,0.070311373
-0.07363,-0.112299,0.130087,-1.403711,0.21043,9.16836,0.2,0.5,move,0.68,0.19,0.35525,0.131789542
-0.250258,-0.158584,-0.142303,-1.530518,0.119512,9.666016,0.2,0.5,move,0.65,0.2,0.31875,0.149119154
-0.083206,-0.089954,-0.026857,-1.540088,-0.538447,9.213819,0.2,0.5,move,0.64,0.21,0.304583333,0.159949978
-0.042773,0.019108,0.006128,-1.762598,-0.356611,9.821533,0.2,0.5,move,0.6,0.23,0.255916667,0.175735818
0.062034,-0.031433,-0.025261,-1.351074,-0.339863,9.414795,0.2,0.5,move,0.57,0.29,0.200666667,0.222457132
0.00564,0.023364,0.015172,-1.358252,-0.232197,9.749756,0.2,0.5,move,0.55,0.34,0.15575,0.257882993
0.041285,0.008468,-0.08857,-1.544873,-0.404463,9.522461,0.2,0.5,move,0.55,0.36,0.144083333,0.274484195
0.004576,-0.045265,-0.15986,-1.506592,-0.038398,9.610987,0.2,0.5,move,0.56,0.36,0.153333333,0.278768747
0.07427,0.020172,-0.207741,-1.430029,-0.138887,9.520068,0.2,0.5,move,0.55,0.36,0.144083333,0.274484195
0.014684,0.010064,-0.195505,-1.375,0.150615,9.859815,0.2,0.5,move,0.54,0.37,0.128916667,0.278070866
0.00564,-0.058034,-0.207209,-1.343897,-0.186738,9.378906,0.2,0.5,move,0.55,0.38,0.13175,0.290722669
0.051393,-0.011748,-0.160924,-1.312793,0.131475,9.486572,0.2,0.5,move,0.56,0.4,0.128,0.311131555
-0.059265,0.066989,-0.237534,-1.13335,0.124297,9.701904,0.2,0.5,move,0.59,0.43,0.136,0.34749717
0.044477,0.011128,-0.165712,-1.195557,0.038164,9.689941,0.2,0.5,move,0.65,0.47,0.168,0.401083141
-0.008192,-0.019197,-0.15454,-1.475488,0.198467,9.72583,0.2,0.5,move,0.67,0.5,0.16575,0.431639842
-0.120447,0.205313,0.001872,-0.585449,0.038164,9.49375,0.2,0.5,move,0.7,0.56,0.147,0.488693791
-0.005532,-0.217637,0.204569,-1.786523,0.088408,9.79043,0.2,0.5,move,0.73,0.58,0.16375,0.513769401
-0.133747,0.032941,0.16786,-1.116602,0.141045,9.79043,0.2,0.5,move,0.75,0.6,0.16875,0.535468562
-0.042773,-0.025581,0.243405,-1.123779,-0.442744,9.26167,0.2,0.5,move,0.73,0.6,0.144083333,0.529387602
-0.006064,0.074438,0.325335,-1.827197,0.109941,9.618164,0.2,0.5,move,0.73,0.58,0.16375,0.513769401
-0.10289,-0.020793,0.275858,-1.731494,-0.335078,9.701904,0.2,0.5,move,0.73,0.56,0.18275,0.497587835
-0.089058,-0.023985,0.105614,-2.406201,0.102764,10.16128,0.2,0.5,move,0.7,0.53,0.17425,0.464865941
-0.170988,-0.110171,0.091782,-2.164551,-0.363789,9.414795,0.2,0.5,move,0.65,0.47,0.168,0.401083141
0.031177,-0.197421,0.083802,-1.544873,-0.370967,9.515284,0.2,0.5,move,0.65,0.41,0.212,0.350444753
0.095018,0.020704,0.051349,-1.561621,-0.24416,9.785645,0.2,0.5,move,0.62,0.38,0.2,0.316606056
0.056181,-0.06495,-0.045477,-1.475488,-0.351826,9.510498,0.2,0.5,move,0.59,0.37,0.176,0.298602926
-0.058733,0.066457,0.000808,-1.566406,-0.043184,9.898096,0.2,0.5,move,0.55,0.34,0.15575,0.257882993
-0.013512,0.01964,0.034325,-1.231445,-0.727461,9.304736,0.2,0.5,move,0.52,0.33,0.134583333,0.235547415
-0.043837,0.00368,-0.056649,-1.3104,-0.619795,9.594238,0.2,0.5,move,0.51,0.33,0.126,0.230399715
-0.022024,-0.002704,-0.111447,-1.288867,-0.830342,9.433935,0.2,0.5,move,0.49,0.33,0.109333333,0.219344059
-0.054477,-0.021325,-0.238598,-1.52334,-0.619795,9.740186,0.2,0.5,move,0.51,0.33,0.126,0.230399715
0.052457,0.095186,-0.27637,-1.312793,-0.598262,9.503321,0.2,0.5,move,0.52,0.34,0.129,0.243869018
-0.006064,0.102634,-0.220509,-1.276904,-0.926045,9.613379,0.2,0.5,move,0.55,0.34,0.15575,0.257882993
0.042349,-0.063354,-0.138579,-1.183594,-0.569551,9.615771,0.2,0.5,move,0.57,0.35,0.168666667,0.274424961
0.070546,0.004212,-0.144431,-1.441992,-0.653291,9.764112,0.2,0.5,move,0.59,0.37,0.176,0.298602926
0.005108,-0.029837,-0.121555,-1.260156,-0.411641,9.579883,0.2,0.5,move,0.62,0.4,0.187,0.333706919
0.121619,-0.038349,0.019428,-1.590332,-0.306367,9.359766,0.2,0.5,move,0.66,0.41,0.222916667,0.352688664
-0.014044,-0.078782,-0.020473,-0.963477,-0.335078,9.467432,0.2,0.5,move,0.68,0.43,0.23125,0.374468418
0.085974,0.005276,-0.038561,-0.6979,0.126689,9.864599,0.2,0.5,move,0.71,0.46,0.24375,0.406547848
-0.029473,-0.038881,0.082206,-0.695508,0.014238,9.993799,0.2,0.5,move,0.77,0.53,0.26,0.47848841
-0.000212,0.002084,0.100826,-0.542383,-0.081465,9.737793,0.2,0.5,move,0.76,0.57,0.210583333,0.512942857
-0.050753,-0.005364,0.106146,-0.963477,-0.213057,9.606201,0.2,0.5,move,0.77,0.59,0.204,0.532137441
-0.059797,0.051029,0.101358,-0.858203,-0.043184,9.850245,0.2,0.5,move,0.78,0.6,0.207,0.542748682
-0.02628,0.050497,0.148707,-0.92998,-0.320723,9.649267,0.2,0.5,move,0.8,0.64,0.192,0.580821686
-0.049689,-0.042605,0.25511,-0.992188,-0.3279,9.57749,0.2,0.5,move,0.81,0.62,0.226416667,0.565617977
0.012024,0.013256,0.154559,-1.279297,-0.335078,9.64209,0.2,0.5,move,0.8,0.59,0.24325,0.537264368
0.001916,0.031345,0.19446,-1.346289,-0.299189,9.529638,0.2,0.5,move,0.76,0.57,0.210583333,0.512942857
-0.103422,0.073373,0.100294,-1.29126,-0.201094,9.472217,0.2,0.5,move,0.75,0.55,0.216666667,0.493650214
0.121619,0.129767,0.135407,-0.848633,-0.30876,10.340723,0.2,0.5,move,0.74,0.52,0.231,0.465401785
-0.067777,-0.047393,0.110402,-1.499414,-0.359004,9.596631,0.2,0.5,move,0.71,0.5,0.21175,0.44215032
-0.011384,0.046241,0.06997,-1.817627,-0.143672,9.613379,0.2,0.5,move,0.67,0.46,0.19775,0.398491848
-0.011384,0.008468,0.067309,-1.652539,-0.277656,9.343018,0.2,0.5,move,0.64,0.43,0.18725,0.364954742
0.031177,0.086142,0.038581,-1.525732,-0.294404,9.689941,0.2,0.5,move,0.59,0.43,0.136,0.34749717
-0.005,0.009,0.004,-0.15,0.22,0,0.2,0.5,move,0.58,0.42,0.133333333,0.335515528
0.069482,0.005808,-0.015684,-1.664502,-0.292012,9.663623,0.2,0.5,move,0.58,0.43,0.12625,0.343333113
0.132259,0.023364,0.049753,-1.738672,-0.158027,9.400439,0.2,0.5,move,0.57,0,0,0
0.104595,-0.042073,-0.101338,-1.573584,0.992803,9.610987,0.2,0.5,move,0.59,0.4,0.15675,0.32346946
0.046073,-0.189973,-0.224765,-1.834375,0.834893,9.543994,0.2,0.5,move,0.59,0.37,0.176,0.298602926
0.020005,-0.016537,-0.275306,-1.61665,0.734404,9.089404,0.2,0.5,move,0.62,0.34,0.224,0.281397043
0.058841,0.01698,-0.399265,-1.731494,1.291875,9.747363,0.2,0.5,move,0.67,0.33,0.283333333,0.279578856
0.074802,-0.18146,-0.339148,-0.860596,0.98084,9.599024,0.2,0.5,move,0.75,0.33,0.378,0.270649341
0.054585,-0.035689,-0.246046,-1.355859,0.679375,9.366943,0.2,0.5,move,0.84,0.36,0.48,0.261769145
0.078526,0.054753,-0.303503,-1.22666,0.978447,9.366943,0.2,0.5,move,0.86,0.42,0.469333333,0.334351691
0.112043,-0.094742,-0.293395,-1.00415,1.141143,9.709082,0.2,0.5,move,0.89,0.48,0.468083333,0.399608711
0.054053,-0.026645,-0.304567,-0.913232,1.27752,9.768896,0.2,0.5,move,0.95,0.52,0.52675,0.41795773
0.121087,0.037729,-0.234873,-0.671582,1.29666,9.455469,0.2,0.5,move,1.03,0.61,0.574,0.494999083
-0.164604,-0.025581,-0.115703,-0.609375,1.272734,9.929199,0.2,0.5,move,1.05,0.68,0.533416667,0.588683536
-0.043837,0.061137,-0.197101,-1.080713,1.069365,9.771289,0.2,0.5,move,1.08,0.74,0.515666667,0.657875617
0.000852,0.008468,-0.198165,-0.618945,0.557354,9.721045,0.2,0.5,move,1.06,0.77,0.44225,0.706746283
-0.034793,0.134555,-0.059841,-0.628516,0.736797,10.091894,0.2,0.5,move,1.05,0.8,0.385416667,0.745426925
0.128003,0.058477,-0.002916,-1.554443,1.318193,9.922022,0.2,0.5,move,1.03,0.81,0.337333333,0.759139186
-0.095442,0.051029,-0.015684,-1.250586,0.846855,9.929199,0.2,0.5,move,1,0.82,0.273,0.769555367
-0.17684,-0.046861,-0.037497,-1.138135,0.782256,9.996191,0.2,0.5,move,0.98,0.83,0.22625,0.776716963
-0.150771,0.078162,0.196056,-1.389355,0.176934,9.850245,0.2,0.5,move,0.93,0.84,0.13275,0.773181291
-0.203973,-0.039413,0.27373,-1.547266,-0.179561,9.675586,0.2,0.5,move,0.85,0.84,0.014083333,0.739842807
-0.02628,0.054221,0.149239,-1.879834,-0.083857,9.412402,0.2,0.5,move,0.79,0.83,-0.054,0.700722319
-0.144919,0.189352,0.308843,-2.509082,-0.105391,9.584668,0.2,0.5,move,0.75,0.83,-0.105333333,0.674296133
-0.091186,0.10157,0.297139,-2.614355,-0.61501,9.589453,0.2,0.5,move,0.68,0.8,-0.148,0.612794086
-0.007128,0.17552,0.34768,-3.406299,-0.390107,9.244922,0.2,0.5,move,0.59,0.76,-0.19125,0.529890884
0.060438,-0.067078,0.238085,-3.037842,-0.662861,8.88125,0.2,0.5,move,0.55,0.73,-0.192,0.489292129
-0.116723,-0.309675,0.218401,-2.480371,-0.181953,9.311914,0.2,0.5,move,0.52,0.7,-0.183,0.456666557
0.070546,-0.237854,0.167328,-1.958789,-0.15085,9.137256,0.2,0.5,move,0.51,0.65,-0.135333333,0.432685083
0.118959,-0.036753,0.145515,-1.427637,0.004668,9.551172,0.2,0.5,move,0.5,0.57,-0.062416667,0.389947906
-0.039581,-0.07559,0.174244,-1.470703,0.291777,9.441113,0.2,0.5,move,0.5,0.53,-0.02575,0.368075277
-0.132151,-0.056438,0.351936,-1.860693,0.710479,9.766504,0.2,0.5,move,0.53,0.49,0.034,0.361514277
-0.060861,-0.114427,0.043369,-0.587842,0.365947,10.048828,0.2,0.5,move,0.53,0.47,0.05,0.347994975
-0.030005,0.013788,0.027941,-1.743457,0.169756,9.689941,0.2,0.5,move,0.57,0.44,0.109416667,0.346582896
-0.035325,-0.044201,0.029005,-1.288867,-0.117354,9.510498,0.2,0.5,move,0.59,0.42,0.143083333,0.339585882
-0.059797,-0.033029,-0.058777,-1.255371,-0.02165,9.718653,0.2,0.5,move,0.58,0.4,0.147,0.319582197
0.001384,-0.028773,0.002936,-0.980225,-0.114961,9.759326,0.2,0.5,move,0.59,0.39,0.163333333,0.315270068
0.022133,-0.038881,-0.016748,-1.22666,-0.325508,9.536817,0.2,0.5,move,0.6,0.39,0.17325,0.318828466
0.015216,-0.025581,-0.026325,-1.147705,-0.189131,9.613379,0.2,0.5,move,0.59,0.4,0.15675,0.32346946
-0.052881,-0.07559,-0.025793,-0.99458,-0.064717,9.785645,0.2,0.5,move,0.57,0.4,0.137416667,0.315467727
-0.044901,-0.114959,0.035921,-0.315088,-0.105391,9.570313,0.2,0.5,move,0.57,0.39,0.144,0.307440904
0.049797,0.041453,-0.015152,-0.719434,0.148223,9.972265,0.2,0.5,move,0.56,0.39,0.134583333,0.303181719
0.010428,-0.022389,0.015172,-0.805566,0.078838,9.347803,0.2,0.5,move,0.56,0.4,0.128,0.311131555
0.033305,-0.01228,0.024748,-0.731396,0.059697,9.960302,0.2,0.5,move,0.58,0.4,0.147,0.319582197
0.022133,-0.071866,-0.022069,-0.903662,0.184111,9.682764,0.2,0.5,move,0.58,0.4,0.147,0.319582197
-0.030005,-0.01228,0.020492,-0.729004,0.418584,9.7354,0.2,0.5,move,0.59,0.41,0.15,0.331575681
0.083314,0.002084,0.002404,-0.429932,-0.081465,9.522461,0.2,0.5,move,0.59,0.4,0.15675,0.32346946
-0.062457,-0.060162,0.090186,-1.415674,-0.818379,9.780859,0.2,0.5,move,0.61,0.4,0.17675,0.330538352
-0.062989,-0.116023,0.054541,-1.205127,0.227178,9.663623,0.2,0.5,move,0.62,0.39,0.193583333,0.325200604
-0.139067,-0.035689,-0.142303,-1.20752,0.468828,10.060791,0.2,0.5,move,0.62,0.39,0.193583333,0.325200604
-0.090654,0.009532,-0.220509,-1.482666,0.208037,9.199463,0.2,0.5,move,0.61,0.37,0.196,0.305083089
0.077994,0.037729,-0.287011,-0.197852,0.349199,10.113428,0.2,0.5,move,0.64,0.37,0.22725,0.312777394
-0.037985,0.118063,-0.141239,-1.441992,0.497539,9.797607,0.2,0.5,move,0.67,0.38,0.25375,0.327174943
-0.024152,-0.037817,-0.244982,-0.712256,0.251104,9.467432,0.2,0.5,move,0.7,0.4,0.275,0.349217986
0.004576,0.026024,-0.272114,-0.717041,0.141045,9.850245,0.2,0.5,move,0.72,0.43,0.277916667,0.379432563
-0.024684,-0.005364,-0.229553,-0.666797,0.042949,9.579883,0.2,0.5,move,0.77,0.49,0.294,0.439963264
0.025325,-0.066014,-0.16252,-0.544775,-0.414033,9.721045,0.2,0.5,move,0.81,0.53,0.312666667,0.479848616
-0.030537,-0.122407,-0.071014,-0.757715,0.028594,9.828711,0.2,0.5,move,0.84,0.58,0.307666667,0.529949327
-0.227913,-0.169224,0.036453,-0.664404,0.021416,9.563135,0.2,0.5,move,0.87,0.62,0.310416667,0.569912488
-0.079482,-0.025581,-0.068886,0.409863,-0.878193,9.460254,0.2,0.5,move,0.89,0.66,0.297083333,0.609993555
-0.257706,-0.213913,0.225849,-0.240918,-0.720283,9.620557,0.2,0.5,move,0.88,0.69,0.248583333,0.638081628
0.017877,0.161155,0.038049,-0.499316,-0.483418,9.610987,0.2,0.5,move,0.85,0.72,0.170083333,0.65818194
-0.099166,-0.070802,0.154559,-0.922803,-0.131709,9.740186,0.2,0.5,move,0.84,0.72,0.156,0.655453046
-0.102358,-0.00962,0.090186,-0.22417,-0.737031,9.697119,0.2,0.5,move,0.81,0.73,0.102666667,0.652822563
-0.013512,0.019108,0.225849,-0.547168,-0.701143,9.488965,0.2,0.5,move,0.73,0.75,-0.024666667,0.626085465
-0.033729,-0.013877,0.201377,-0.915625,-0.567158,9.539209,0.2,0.5,move,0.71,0.74,-0.03625,0.609193399
0.032241,0.073905,0.040709,-0.817529,-0.909297,9.532031,0.2,0.5,move,0.68,0.72,-0.046666667,0.58104851
-0.033197,-0.057502,0.142323,-1.138135,-0.23459,9.88374,0.2,0.5,move,0.64,0.72,-0.090666667,0.554797119
0.075334,0.0223,0.105082,-0.970654,-0.741816,9.560742,0.2,0.5,move,0.59,0.69,-0.106666667,0.507424634
0.059373,0.00102,0.082206,-1.52334,-0.808809,9.304736,0.2,0.5,move,0.54,0.71,-0.177083333,0.475824584
-0.032665,-0.060162,0.131683,-0.714648,-0.411641,9.941162,0.2,0.5,move,0.51,0.7,-0.191583333,0.448343081
0.067354,0.036665,0.127427,-1.073535,-0.059932,9.560742,0.2,0.5,move,0.49,0.66,-0.162916667,0.420434012
0.030113,-0.024517,0.141259,-1.00415,0.193682,9.776074,0.2,0.5,move,0.46,0.61,-0.13375,0.378906677
0.080122,-0.060694,0.168924,-1.327148,-0.30876,9.689941,0.2,0.5,move,0.48,0.57,-0.07875,0.375967648
-0.09225,-0.036221,0.079014,-0.669189,-0.059932,9.474609,0.2,0.5,move,0.47,0.54,-0.058916667,0.353458581
-0.086398,-0.036753,-0.008768,-0.305518,-0.62458,9.235352,0.2,0.5,move,0.49,0.5,-0.00825,0.343677454
-0.097038,-4.40E-05,-0.033773,-0.30791,0.078838,10.008154,0.2,0.5,move,0.54,0.43,0.088916667,0.324624914
-0.007128,-0.033561,0.035921,-0.606982,-0.241768,9.587061,0.2,0.5,move,0.53,0.39,0.107333333,0.289086354
0.020537,0.01964,0.01198,-0.451465,-0.397285,9.697119,0.2,0.5,move,0.56,0.36,0.153333333,0.278768747
-0.006596,0.041985,-0.022601,-0.578271,-0.351826,9.57749,0.2,0.5,move,0.58,0.34,0.184,0.26959975
0.004576,0.018044,-0.023665,-0.489746,-0.440352,9.637304,0.2,0.5,move,0.57,0.33,0.18,0.257408523
