%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,correctecd_l,correctecd_r,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1.68E+18,2576,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.26178724,-0.03848588,0.23950608,0,0,0,0,0,0,0,0,0,-0.264149653,-0.300801111,9.016425173,0.28728586,0.49658123,0,0,0,0,0,0,0
1.68E+18,2577,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.17978276,0.19240712,-0.03873592,0,0,0,0,0,0,0,0,0,-0.509271076,-2.710807634,9.430262971,0.3714933,0.6034325,0,0,0,0,0,0,0
1.68E+18,2578,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.49268024,-0.36407788,0.19907308,0,0,0,0,0,0,0,0,0,-1.080143222,-0.786387959,9.51079556,0.1971371,0.49582785,0,0,0,0,0,0,0
1.68E+18,2579,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00748524,-0.05870288,-0.17599492,0,0,0,0,0,0,0,0,0,-0.006204172,-1.120017222,10.03075613,0.20361821,0.51173544,0,0,0,0,0,0,0
1.68E+18,2580,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00642124,-0.18159688,-0.10736592,0,0,0,0,0,0,0,0,0,0.462126458,-0.056847437,10.1378678,0.22124189,0.5219976,0,0,0,0,0,0,0
1.68E+18,2581,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.18776276,-0.06561888,0.03255408,0,0,0,0,0,0,0,0,0,-0.27762643,-0.78392745,9.461068073,0.35348967,0.7431654,0,0,0,0,0,0,0
1.68E+18,2582,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.12604976,0.48820612,-0.30686992,0,0,0,0,0,0,0,0,0,-1.163089399,-1.964742763,7.135399219,0.20097813,0.49533784,0,0,0,0,0,0,0
1.68E+18,2583,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.06334624,0.10409312,0.09320308,0,0,0,0,0,0,0,0,0,0.951941938,-0.020441202,11.79953222,0.18412475,0.51390135,0,0,0,0,0,0,0
1.68E+18,2584,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.16017324,-0.18372488,0.02244508,0,0,0,0,0,0,0,0,0,-1.211568551,0.829459402,9.796477798,0.19404005,0.4972549,0,0,0,0,0,0,0
1.68E+18,2585,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00322924,-0.00177688,0.00063308,0,0,0,0,0,0,0,0,0,-0.611333995,0.206870078,9.76774786,0.22119209,0.5879511,0,0,0,0,0,0,0
1.68E+18,2586,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00102676,-0.00869288,-0.00096292,0,0,0,0,0,0,0,0,0,-0.897217654,0.200174166,9.758162692,0.20508629,0.57800686,0,0,0,0,0,0,0
1.68E+18,2587,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00429324,0.00886312,0.00329308,0,0,0,0,0,0,0,0,0,-0.789233244,-0.041359442,0.096579505,0.22401823,1.0001081,0,0,0,0,0,0,0
1.68E+18,2588,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00634676,0.01099112,-0.00202692,0,0,0,0,0,0,0,0,0,-0.85360548,0.148282498,9.749514024,0.21832493,0.5856607,0,0,0,0,0,0,0
1.68E+18,2589,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.01120924,0.04929612,-0.00894292,0,0,0,0,0,0,0,0,0,-1.049633195,0.35010644,9.653236706,0.19784603,0.4971112,0,0,0,0,0,0,0
1.68E+18,2590,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,-0.00961324,-0.01773788,0.00010108,0,0,0,0,0,0,0,0,0,-0.708944359,0.421598242,9.792650615,0.20836696,0.4930343,0,0,0,0,0,0,0
1.68E+18,2591,1.68E+18,imu_of_uwb_link,0,0,0.021814885,0.999762027,0,0,0,0,0,0,0,0,0,0.00794276,0.00035112,0.00010108,0,0,0,0,0,0,0,0,0,-0.837353331,0.229589965,9.754305986,0.21482755,0.54969305,0,0,0,0,0,0,0
