%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1680087667751243064,71,1680087667750519037,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087668003876397,72,1680087668000416040,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087668251713272,73,1680087668250936985,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053413,0.051561,0.01996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.516064,-0.69875,9.474609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087668501305459,74,1680087668500521898,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087668751011865,75,1680087668750422954,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087669001609782,76,1680087669000845909,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027877,-0.016005,-0.002384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.60459,-0.208271,9.742579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087669250978219,77,1680087669250212907,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087669503451292,78,1680087669501362085,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041285,0.013788,0.007724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.568701,-0.445137,9.783252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087669752254573,79,1680087669751079082,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017236,-0.011748,-0.016748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53042,-0.509736,9.618164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087670003728219,80,1680087670001388072,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
