%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1680087437251599766,32,1680087437250729084,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000212,-0.000576,0.000808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049512,0.411406,9.685156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087437501971276,33,1680087437500938892,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,-4.4e-05,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059082,0.411406,9.694727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087437751246693,34,1680087437750667095,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000212,0.00102,-0.000788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.406621,9.685156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087438002349453,35,1680087438001188039,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000212,0.000488,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059082,0.411406,9.711474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087438252243099,36,1680087438251182079,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000744,0.00102,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047119,0.416191,9.704297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087438500971641,37,1680087438500355005,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,-0.001108,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049512,0.411406,9.711474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087438752285859,38,1680087438751205921,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000852,0.000488,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.411406,9.70669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087439004813047,39,1680087439001307964,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000212,0.000488,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056689,0.413799,9.701904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087439251203307,40,1680087439250616073,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,-4.4e-05,0.000808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054297,0.404229,9.687549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087439504784140,41,1680087439501331090,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000212,0.00102,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059082,0.409014,9.689941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087439751572161,42,1680087439750827074,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001384,0.001552,0.000808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056689,0.411406,9.682764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087440002670286,43,1680087440001049995,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001276,-0.001108,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.411406,9.685156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087440252064244,44,1680087440251183986,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000744,0.000488,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059082,0.404229,9.699512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087440501553775,45,1680087440500933885,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,-0.00164,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042334,0.406621,9.687549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087440751565234,46,1680087440750477075,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,-4.4e-05,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.411406,9.687549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087441002132108,47,1680087441001374006,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001276,0.001552,-0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059082,0.418584,9.701904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087441252362317,48,1680087441250803947,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.000488,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054297,0.416191,9.689941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087441501616275,49,1680087441500960111,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001276,-4.4e-05,0.000808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054297,0.413799,9.71626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087441753069869,50,1680087441750689983,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000212,-4.4e-05,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.411406,9.701904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087442002257889,51,1680087442001003026,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000744,-4.4e-05,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056689,0.411406,9.687549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087442252479868,52,1680087442250999927,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000744,-4.4e-05,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054297,0.411406,9.673193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087442501219868,53,1680087442500581979,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.00102,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054297,0.409014,9.658838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087442752048358,54,1680087442750885009,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000212,0.000488,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.411406,9.675586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087443004481118,55,1680087443001002073,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000744,0.002084,0.000808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.409014,9.680371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087443251460962,56,1680087443250792026,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.00102,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061475,0.416191,9.689941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087443501569347,57,1680087443500926971,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.000488,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059082,0.409014,9.680371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087443750968878,58,1680087443750374078,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.00102,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054297,0.416191,9.697119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087444003272212,59,1680087444001530885,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001384,0.000488,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.411406,9.694727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087444253758253,60,1680087444250730991,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087444504357940,61,1680087444500823974,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.000488,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059082,0.413799,9.692334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087444752243045,62,1680087444750941038,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000212,-4.4e-05,0.000808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.411406,9.689941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087445002236013,63,1680087445000655889,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000852,-0.000576,-0.000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.411406,9.673193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087445251207888,64,1680087445250662088,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000852,0.000488,-0.000788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056689,0.409014,9.673193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680087445502030023,65,1680087445501508951,imu_of_uwb_link,0.0,0.0,0.0218148850346,0.99976202708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000212,0.000488,0.000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051904,0.413799,9.673193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
